,지점,지점명,일시,평균기온(°C),평균현지기압(hPa),평균해면기압(hPa),평균수증기압(hPa),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),일조율(%),최심적설(cm),평균지면온도(°C),years,month
691,105,강릉,2024-09,23.1,1011.5,1014.6,23.3,83.0,479.5,1.7,30.49,0.0,24.2,2024,9
692,105,강릉,2024-10,16.7,1017.2,1020.4,13.9,74.0,167.4,1.9,40.99,0.0,16.1,2024,10
693,105,강릉,2024-11,11.5,1017.8,1021.1,9.1,64.0,32.9,2.2,51.71,0.0,9.6,2024,11
694,105,강릉,2024-12,3.8,1017.0,1020.3,3.4,42.0,16.9,2.8,73.16,0.0,0.5,2024,12
695,106,동해,2015-01,2.7,1016.9,1021.9,3.6,48.0,24.1,2.9,47.15,0.0,1.4,2015,1
696,106,동해,2015-02,3.4,1015.1,1020.1,4.1,51.0,8.9,3.0,49.79,1.2,3.2,2015,2
697,106,동해,2015-03,7.8,1014.3,1019.2,4.9,44.0,21.6,2.9,70.37,0.0,10.4,2015,3
698,106,동해,2015-04,11.8,1011.3,1016.1,8.0,63.0,61.3,3.0,47.49,0.0,15.0,2015,4
699,106,동해,2015-05,18.5,1003.5,1008.1,10.8,54.0,2.9,2.6,66.27,0.0,26.5,2015,5
700,106,동해,2015-06,19.6,1003.0,1007.6,16.3,73.0,143.7,2.4,40.16,0.0,25.9,2015,6
701,106,동해,2015-07,22.9,1002.9,1007.5,21.2,76.0,80.3,2.3,38.27,0.0,27.4,2015,7
702,106,동해,2015-08,25.2,1003.8,1008.3,26.0,82.0,150.1,1.9,47.1,0.0,28.7,2015,8
703,106,동해,2015-09,20.3,1010.2,1014.8,19.2,81.0,133.0,2.1,51.79,0.0,22.9,2015,9
704,106,동해,2015-10,16.3,1012.5,1017.2,11.5,61.0,20.0,2.1,68.57,0.0,17.1,2015,10
705,106,동해,2015-11,11.0,1018.4,1023.3,9.9,73.0,259.0,2.3,29.11,0.0,9.8,2015,11
706,106,동해,2015-12,6.3,1018.3,1023.3,5.4,54.0,6.3,2.3,53.92,0.0,3.4,2015,12
707,106,동해,2016-01,2.2,1016.8,1021.8,3.0,39.0,12.4,2.4,70.54,0.0,-0.5,2016,1
708,106,동해,2016-02,3.4,1017.0,1022.0,4.1,52.0,55.0,2.4,64.35,0.0,1.7,2016,2
709,106,동해,2016-03,8.5,1015.4,1020.3,6.3,58.0,27.7,2.0,51.05,0.0,8.2,2016,3
710,106,동해,2016-04,13.9,1008.2,1012.9,9.7,64.0,60.8,2.4,51.9,0.0,15.9,2016,4
711,106,동해,2016-05,18.1,1005.8,1010.4,12.7,63.0,24.8,2.0,65.04,0.0,23.4,2016,5
712,106,동해,2016-06,21.2,1003.0,1007.6,19.6,79.0,22.9,1.7,43.17,0.0,26.7,2016,6
713,106,동해,2016-07,23.4,1003.7,1008.2,25.3,88.0,307.5,1.2,29.33,0.0,27.0,2016,7
714,106,동해,2016-08,25.6,1001.4,1006.0,26.9,82.0,137.0,1.8,54.97,0.0,31.6,2016,8
715,106,동해,2016-09,21.0,1009.5,1014.1,21.4,87.0,105.6,1.7,26.55,0.0,22.8,2016,9
716,106,동해,2016-10,16.2,1014.3,1019.0,14.3,77.0,76.3,1.9,38.4,0.0,16.8,2016,10
717,106,동해,2016-11,10.1,1016.6,1021.5,7.9,62.0,44.3,2.2,58.5,0.0,7.1,2016,11
718,106,동해,2016-12,6.5,1017.1,1022.0,5.3,54.0,50.2,2.1,58.25,0.0,2.5,2016,12
719,106,동해,2017-01,3.2,1017.2,1022.3,3.9,48.0,34.9,2.6,70.1,0.0,0.1,2017,1
720,106,동해,2017-02,5.0,1015.0,1020.0,3.9,44.0,5.7,2.7,69.2,0.0,2.8,2017,2
721,106,동해,2017-03,8.2,1013.2,1018.1,6.1,56.0,40.8,2.4,49.04,0.0,7.5,2017,3
722,106,동해,2017-04,15.3,1006.6,1011.3,9.4,57.0,45.1,2.5,61.93,0.0,16.6,2017,4
723,106,동해,2017-05,19.3,1005.7,1010.4,13.0,61.0,17.9,2.2,65.38,0.0,24.4,2017,5
724,106,동해,2017-06,20.2,1003.8,1008.4,18.2,77.0,61.7,1.8,57.57,0.0,27.3,2017,6
725,106,동해,2017-07,25.4,1002.5,1007.0,26.4,83.0,178.9,1.3,36.81,0.0,28.7,2017,7
726,106,동해,2017-08,24.4,1003.6,1008.1,26.0,85.0,402.4,1.5,31.15,0.0,26.5,2017,8
727,106,동해,2017-09,21.1,1008.2,1012.8,18.2,73.0,38.3,1.9,62.83,0.0,22.7,2017,9
728,106,동해,2017-10,15.3,1016.2,1020.9,13.5,77.0,124.8,2.0,41.59,0.0,15.5,2017,10
729,106,동해,2017-11,9.1,1015.1,1020.0,5.7,46.0,31.2,2.2,67.06,0.0,6.2,2017,11
730,106,동해,2017-12,2.4,1017.2,1022.2,3.0,38.0,4.0,2.5,76.23,0.0,0.1,2017,12
731,106,동해,2018-01,0.9,1015.7,1020.7,2.6,36.0,4.4,2.5,69.4,0.0,-0.7,2018,1
732,106,동해,2018-02,1.5,1016.0,1021.1,3.2,43.0,53.4,2.5,70.1,0.0,0.9,2018,2
733,106,동해,2018-03,8.9,1014.7,1019.5,6.7,60.0,95.4,2.7,54.79,0.0,8.6,2018,3
734,106,동해,2018-04,13.5,1009.8,1014.6,8.3,57.0,131.8,2.5,59.59,0.0,15.9,2018,4
735,106,동해,2018-05,16.2,1006.5,1011.2,13.3,75.0,63.6,2.2,46.02,0.0,20.4,2018,5
736,106,동해,2018-06,20.8,1003.0,1007.6,17.1,71.0,36.6,1.6,48.75,0.0,27.8,2018,6
737,106,동해,2018-07,24.6,1004.5,1009.0,25.3,82.0,286.0,1.7,50.89,0.0,30.5,2018,7
738,106,동해,2018-08,24.9,1003.4,1007.9,26.2,84.0,219.8,1.4,39.13,0.0,29.3,2018,8
739,106,동해,2018-09,19.4,1009.1,1013.7,17.5,78.0,205.6,1.7,41.59,0.0,21.6,2018,9
740,106,동해,2018-10,13.9,1013.0,1017.8,10.4,65.0,273.2,2.1,59.71,0.0,14.2,2018,10
741,106,동해,2018-11,10.1,1017.5,1022.4,7.5,59.0,44.5,1.8,56.01,0.0,7.9,2018,11
742,106,동해,2018-12,3.2,1019.6,1024.6,3.9,44.0,22.2,2.2,69.3,0.0,1.1,2018,12
743,106,동해,2019-01,2.8,1017.6,1022.7,2.8,37.0,14.3,2.3,76.45,0.0,0.9,2019,1
744,106,동해,2019-02,3.8,1017.1,1022.1,4.1,50.0,15.4,2.0,65.98,0.0,2.8,2019,2
745,106,동해,2019-03,8.4,1010.4,1015.2,5.6,51.0,51.5,2.4,60.78,0.0,9.1,2019,3
746,106,동해,2019-04,11.3,1009.6,1014.4,7.6,58.0,102.6,2.3,51.73,0.0,14.2,2019,4
747,106,동해,2019-05,18.4,1005.5,1010.2,10.5,53.0,3.3,2.3,54.35,0.0,23.8,2019,5
748,106,동해,2019-06,18.6,1002.6,1007.3,16.5,78.0,125.4,1.9,51.45,0.0,25.6,2019,6
749,106,동해,2019-07,23.4,1001.6,1006.2,22.5,79.0,191.4,1.8,42.92,0.0,28.0,2019,7
750,106,동해,2019-08,24.1,1002.3,1006.9,24.2,81.0,149.9,1.6,54.98,0.0,29.7,2019,8
751,106,동해,2019-09,20.0,1011.0,1015.7,19.3,83.0,255.6,1.7,38.5,0.0,23.4,2019,9
752,106,동해,2019-10,15.4,1013.9,1018.7,12.8,73.0,512.5,2.1,43.59,0.0,16.1,2019,10
753,106,동해,2019-11,9.6,1016.2,1021.1,7.8,64.0,102.1,2.1,56.53,0.0,8.6,2019,11
754,106,동해,2019-12,4.9,1018.0,1023.0,4.2,47.0,8.8,1.9,64.25,0.0,3.1,2019,12
755,106,동해,2020-01,4.2,1016.7,1021.7,4.6,55.0,97.9,2.4,51.5,0.0,2.9,2020,1
756,106,동해,2020-02,4.6,1017.5,1022.6,4.9,55.0,73.7,2.3,57.7,0.0,4.8,2020,2
757,106,동해,2020-03,7.9,1011.1,1016.1,6.3,59.0,48.3,2.6,68.12,0.0,10.8,2020,3
758,106,동해,2020-04,10.9,1010.7,1015.6,6.6,52.0,50.9,2.5,64.11,0.0,14.8,2020,4
759,106,동해,2020-05,16.3,1004.9,1009.7,12.5,70.0,90.3,2.2,50.82,0.0,21.4,2020,5
760,106,동해,2020-06,20.8,1001.0,1005.7,17.9,75.0,120.4,1.8,54.57,0.0,29.0,2020,6
761,106,동해,2020-07,20.2,1003.1,1007.8,20.8,89.0,346.1,1.6,33.42,0.0,26.2,2020,7
762,106,동해,2020-08,24.4,1003.7,1008.3,25.8,86.0,171.9,1.3,34.13,0.0,29.5,2020,8
763,106,동해,2020-09,19.3,1007.3,1012.0,17.5,79.0,304.0,2.4,45.8,0.0,23.5,2020,9
764,106,동해,2020-10,13.8,1014.9,1019.8,10.3,65.0,5.1,1.9,60.45,0.0,17.6,2020,10
765,106,동해,2020-11,10.1,1017.7,1022.7,6.6,50.0,11.5,2.0,62.69,0.0,9.9,2020,11
766,106,동해,2020-12,2.7,1018.2,1023.3,2.9,37.0,2.3,2.4,72.51,0.0,0.8,2020,12
767,106,동해,2021-01,0.6,1017.1,1022.2,3.1,42.0,2.7,2.5,66.07,0.0,-0.6,2021,1
768,106,동해,2021-02,4.6,1013.7,1018.7,4.3,47.0,0.9,2.5,67.91,0.0,5.6,2021,2
769,106,동해,2021-03,8.6,1014.1,1019.1,6.8,63.0,99.8,2.1,55.94,0.0,10.2,2021,3
770,106,동해,2021-04,11.9,1013.4,1018.3,8.5,62.0,80.3,2.3,58.13,0.0,16.7,2021,4
771,106,동해,2021-05,15.8,1003.5,1008.3,11.3,65.0,116.9,2.1,50.11,0.0,20.0,2021,5
772,106,동해,2021-06,19.8,1003.6,1008.3,18.9,83.0,40.6,1.5,42.43,0.0,25.9,2021,6
773,106,동해,2021-07,24.6,1004.5,1009.1,27.5,89.0,110.8,1.2,57.95,0.0,32.5,2021,7
774,106,동해,2021-08,23.8,1004.4,1009.0,25.3,86.0,423.3,1.6,25.72,0.0,27.0,2021,8
775,106,동해,2021-09,20.8,1010.0,1014.7,20.2,84.0,176.8,1.6,45.35,0.0,24.1,2021,9
776,106,동해,2021-10,15.8,1016.1,1021.0,13.9,76.0,150.5,1.8,47.27,0.0,17.0,2021,10
777,106,동해,2021-11,10.9,1012.7,1017.6,7.3,54.0,7.6,2.1,69.81,0.0,9.1,2021,11
778,106,동해,2021-12,4.8,1016.9,1022.0,4.3,46.0,34.4,2.4,71.44,0.0,3.2,2021,12
779,106,동해,2022-01,2.1,1017.5,1022.6,3.4,47.0,10.8,2.2,72.37,0.0,0.9,2022,1
780,106,동해,2022-02,2.4,1017.7,1022.8,2.9,38.0,0.8,2.7,78.3,0.0,2.8,2022,2
781,106,동해,2022-03,8.6,1011.7,1016.7,6.7,61.0,94.4,2.1,54.0,0.0,9.9,2022,3
782,106,동해,2022-04,14.6,1011.3,1016.1,9.0,57.0,42.7,2.3,63.76,0.0,16.9,2022,4
783,106,동해,2022-05,18.3,1006.3,1011.1,11.1,56.0,4.4,2.0,64.4,0.0,22.7,2022,5
784,106,동해,2022-06,21.1,1003.0,1007.7,19.8,80.0,118.0,1.8,38.87,0.0,25.3,2022,6
785,106,동해,2022-07,23.9,1001.9,1006.5,27.0,92.0,159.7,1.4,33.26,0.0,28.4,2022,7
786,106,동해,2022-08,24.4,1002.2,1006.8,25.7,85.0,237.2,1.2,31.96,0.0,27.2,2022,8
787,106,동해,2022-09,20.2,1009.6,1014.3,19.3,81.0,116.9,2.0,50.28,0.0,23.6,2022,9
788,106,동해,2022-10,14.5,1016.4,1021.3,12.3,75.0,260.4,1.9,44.03,0.0,16.0,2022,10
789,106,동해,2022-11,12.1,1015.1,1020.0,8.4,58.0,55.7,1.8,61.83,0.0,10.7,2022,11
790,106,동해,2022-12,2.3,1016.5,1021.6,2.9,37.0,0.4,2.4,74.32,0.0,-0.1,2022,12
791,106,동해,2023-01,2.8,1017.1,1022.2,3.4,42.0,63.7,2.2,69.0,0.0,0.7,2023,1
792,106,동해,2023-02,4.6,1019.4,1024.4,4.6,56.0,70.7,2.0,57.96,0.0,2.8,2023,2
793,106,동해,2023-03,10.6,1014.3,1019.2,7.0,55.0,9.4,2.0,62.22,0.0,11.3,2023,3
794,106,동해,2023-04,14.0,1009.1,1014.0,8.9,58.0,11.4,2.4,57.18,0.0,17.8,2023,4
795,106,동해,2023-05,17.4,1008.4,1013.2,13.3,69.0,73.6,1.8,54.26,0.0,23.8,2023,5
796,106,동해,2023-06,21.5,1002.2,1006.8,19.1,77.0,111.6,1.7,54.62,0.0,28.6,2023,6
797,106,동해,2023-07,24.7,1002.5,1007.1,26.8,87.0,75.4,1.3,39.14,0.0,30.3,2023,7
798,106,동해,2023-08,24.8,1001.8,1006.4,27.5,89.0,392.8,1.6,43.13,0.0,30.4,2023,8
799,106,동해,2023-09,21.7,1009.2,1013.9,22.5,87.0,261.2,1.6,45.66,0.0,25.2,2023,9
800,106,동해,2023-10,16.1,1013.0,1017.8,11.7,65.0,31.2,1.9,61.13,0.0,15.4,2023,10
801,106,동해,2023-11,10.5,1014.0,1018.9,7.0,49.0,74.6,2.1,67.74,0.0,8.4,2023,11
802,106,동해,2023-12,4.3,1018.0,1023.1,5.1,55.0,181.2,2.1,62.3,0.0,1.8,2023,12
803,106,동해,2024-01,2.8,1018.2,1023.3,4.2,54.0,55.2,1.9,64.06,0.0,0.6,2024,1
804,106,동해,2024-02,4.0,1020.0,1025.1,6.2,77.0,153.6,1.8,30.22,0.0,2.9,2024,2
805,106,동해,2024-03,7.2,1012.5,1017.5,6.1,61.0,71.2,2.1,52.16,0.0,6.8,2024,3
806,106,동해,2024-04,14.3,1009.4,1014.2,10.6,67.0,33.6,2.4,51.95,0.0,16.2,2024,4
807,106,동해,2024-05,17.9,1007.4,1012.2,12.1,62.0,57.9,2.5,58.08,0.0,22.8,2024,5
808,106,동해,2024-06,22.1,1002.6,1007.2,18.9,73.0,81.7,2.0,62.43,0.0,27.9,2024,6
809,106,동해,2024-07,26.6,1001.3,1005.8,26.4,78.0,135.3,1.9,34.67,0.0,29.0,2024,7
810,106,동해,2024-08,27.5,1003.4,1007.9,29.0,81.0,72.7,1.9,56.79,0.0,32.4,2024,8
811,106,동해,2024-09,22.9,1009.8,1014.5,24.1,86.0,413.4,2.3,33.48,0.0,25.0,2024,9
812,106,동해,2024-10,16.2,1015.6,1020.4,14.4,79.0,122.4,2.3,38.21,0.0,16.6,2024,10
813,106,동해,2024-11,11.2,1016.2,1021.1,9.3,67.0,64.5,2.5,40.53,0.0,9.7,2024,11
814,106,동해,2024-12,3.9,1015.3,1020.3,3.1,39.0,13.5,3.0,70.77,0.0,1.0,2024,12
815,114,원주,2015-01,-1.0,1005.6,1024.4,4.0,68.0,16.8,1.2,62.46,4.0,-1.5,2015,1
816,114,원주,2015-02,1.3,1003.3,1022.0,4.4,63.0,16.8,1.6,60.89,0.0,0.5,2015,2
817,114,원주,2015-03,6.7,1002.6,1020.8,4.6,47.0,23.0,1.7,76.51,0.0,5.9,2015,3
818,114,원주,2015-04,13.5,998.1,1015.8,9.0,61.0,106.6,1.7,55.29,0.0,14.0,2015,4
819,114,원주,2015-05,19.9,992.0,1009.1,12.2,55.0,32.0,1.8,70.37,0.0,23.5,2015,5
820,114,원주,2015-06,23.8,989.7,1006.5,17.9,63.0,177.0,1.6,62.63,0.0,26.6,2015,6
821,114,원주,2015-07,26.2,989.9,1006.6,24.2,72.0,196.3,1.7,47.12,0.0,27.5,2015,7
822,114,원주,2015-08,26.2,991.5,1008.2,24.7,74.0,101.5,1.4,58.46,0.0,27.5,2015,8
823,114,원주,2015-09,20.7,996.9,1014.0,15.9,67.0,36.6,1.1,61.18,0.0,22.3,2015,9
824,114,원주,2015-10,14.6,1000.7,1018.3,11.2,68.0,56.0,1.0,65.59,0.0,14.6,2015,10
825,114,원주,2015-11,9.2,1005.2,1023.3,9.4,79.0,111.4,1.0,25.43,0.0,8.7,2015,11
826,114,원주,2015-12,1.7,1006.8,1025.4,5.0,70.0,29.8,0.8,47.43,0.0,1.4,2015,12
827,114,원주,2016-01,-2.5,1006.1,1025.1,3.1,57.0,1.6,1.0,53.82,0.0,-1.7,2016,1
828,114,원주,2016-02,0.8,1005.2,1023.9,3.9,57.0,45.8,1.2,56.5,0.0,0.1,2016,2
829,114,원주,2016-03,7.1,1003.0,1021.2,5.0,51.0,36.5,1.1,56.54,0.0,6.6,2016,3
830,114,원주,2016-04,14.8,995.5,1013.0,8.1,51.0,71.5,1.4,50.47,0.0,14.9,2016,4
831,114,원주,2016-05,19.3,993.9,1011.0,10.9,53.0,87.4,1.3,59.82,0.0,20.3,2016,5
832,114,원주,2016-06,23.6,990.2,1007.1,16.5,58.0,35.8,1.2,47.95,0.0,26.4,2016,6
833,114,원주,2016-07,25.7,990.8,1007.5,23.0,71.0,360.1,1.1,28.79,0.0,26.5,2016,7
834,114,원주,2016-08,27.0,988.8,1005.4,22.3,64.0,49.4,1.2,44.9,0.0,29.3,2016,8
835,114,원주,2016-09,21.8,996.2,1013.2,17.5,68.0,47.1,1.0,35.09,0.0,22.2,2016,9
836,114,원주,2016-10,15.1,1001.5,1019.1,12.1,70.0,81.4,0.9,41.84,0.0,15.4,2016,10
837,114,원주,2016-11,6.7,1004.8,1023.1,6.6,64.0,24.3,0.8,48.66,0.0,6.9,2016,11
838,114,원주,2016-12,0.8,1006.1,1024.8,4.5,66.0,33.7,0.8,45.02,0.0,1.4,2016,12
839,114,원주,2017-01,-2.2,1006.4,1025.4,3.3,60.0,16.2,0.8,59.4,0.0,-0.5,2017,1
840,114,원주,2017-02,-0.1,1004.3,1023.0,3.4,56.0,17.5,1.1,60.36,0.0,0.2,2017,2
841,114,원주,2017-03,5.6,1000.9,1019.2,4.3,50.0,22.7,1.1,56.96,0.0,6.2,2017,3
842,114,원주,2017-04,13.6,994.9,1012.5,7.0,48.0,38.1,1.4,54.31,0.0,14.9,2017,4
843,114,원주,2017-05,18.8,994.4,1011.6,10.2,50.0,30.1,1.3,49.52,0.0,22.2,2017,5
844,114,원주,2017-06,22.1,990.9,1007.9,13.8,55.0,73.7,1.2,54.24,0.0,25.9,2017,6
845,114,원주,2017-07,25.7,990.6,1007.3,24.4,75.0,505.6,0.9,19.95,0.0,27.8,2017,7
846,114,원주,2017-08,24.2,990.7,1007.5,21.7,73.0,273.6,1.0,31.04,0.0,26.6,2017,8
847,114,원주,2017-09,19.5,995.9,1013.1,14.8,67.0,16.0,0.9,54.75,0.0,23.9,2017,9
848,114,원주,2017-10,14.6,1003.1,1020.8,11.0,66.0,15.9,0.7,51.55,0.0,16.6,2017,10
849,114,원주,2017-11,5.1,1004.4,1022.8,5.4,59.0,35.2,0.8,56.64,0.0,4.8,2017,11
850,114,원주,2017-12,-2.1,1006.8,1025.8,3.1,56.0,19.0,0.9,60.64,0.0,-1.8,2017,12
851,114,원주,2018-01,-3.8,1005.1,1024.1,2.7,54.0,4.4,0.9,61.36,0.0,-2.8,2018,1
852,114,원주,2018-02,-1.6,1004.5,1023.3,2.5,45.0,27.4,1.0,62.6,0.0,-1.5,2018,2
853,114,원주,2018-03,8.2,1002.0,1020.1,6.1,56.0,53.6,1.3,53.09,0.0,7.7,2018,3
854,114,원주,2018-04,13.2,997.7,1015.4,7.6,53.0,112.6,1.4,51.38,0.0,14.0,2018,4
855,114,원주,2018-05,17.9,993.9,1011.2,12.6,63.0,211.3,1.2,45.74,0.0,19.5,2018,5
856,114,원주,2018-06,23.0,990.5,1007.4,15.8,58.0,131.8,1.2,52.45,0.0,27.2,2018,6
857,114,원주,2018-07,27.1,991.8,1008.5,23.0,66.0,122.5,1.1,55.31,0.0,30.6,2018,7
858,114,원주,2018-08,27.4,990.4,1007.1,23.1,65.0,258.2,1.3,47.58,0.0,32.0,2018,8
859,114,원주,2018-09,19.9,996.2,1013.3,15.3,67.0,147.6,1.0,50.72,0.0,21.7,2018,9
860,114,원주,2018-10,11.6,1001.1,1019.0,9.2,69.0,89.5,0.8,59.13,0.0,12.3,2018,10
861,114,원주,2018-11,6.8,1005.5,1023.8,6.6,67.0,45.0,0.6,56.75,0.0,5.4,2018,11
862,114,원주,2018-12,-1.1,1008.6,1027.5,3.5,56.0,25.3,0.8,62.17,0.0,-1.7,2018,12
863,114,원주,2019-01,-1.6,1007.2,1026.1,2.6,49.0,0.7,0.8,74.47,0.0,-3.4,2019,1
864,114,원주,2019-02,1.3,1005.4,1024.1,3.5,52.0,25.4,0.9,62.41,0.0,0.5,2019,2
865,114,원주,2019-03,6.9,998.7,1016.9,5.0,53.0,42.8,1.2,51.03,0.0,5.8,2019,3
866,114,원주,2019-04,11.9,997.1,1014.9,7.1,52.0,45.7,1.2,49.28,0.0,12.0,2019,4
867,114,원주,2019-05,19.2,994.1,1011.3,9.5,45.0,10.4,1.3,69.06,0.0,22.0,2019,5
868,114,원주,2019-06,22.1,989.8,1006.9,15.5,60.0,67.9,1.0,51.24,0.0,26.3,2019,6
869,114,원주,2019-07,25.2,989.2,1006.1,21.4,68.0,137.1,1.1,31.76,0.0,27.9,2019,7
870,114,원주,2019-08,26.2,989.9,1006.8,22.5,68.0,142.4,1.1,54.28,0.0,27.8,2019,8
871,114,원주,2019-09,21.4,997.6,1014.9,17.8,71.0,171.1,0.9,36.12,0.0,22.9,2019,9
872,114,원주,2019-10,14.9,1001.3,1019.1,11.6,68.0,40.3,0.8,55.0,0.0,15.9,2019,10
873,114,원주,2019-11,7.1,1004.4,1022.9,6.6,64.0,74.0,0.8,59.71,0.0,6.3,2019,11
874,114,원주,2019-12,0.9,1007.0,1025.9,4.4,64.0,14.1,0.8,49.45,0.0,0.4,2019,12
875,114,원주,2020-01,1.2,1004.8,1023.6,4.3,64.0,58.7,0.8,52.57,0.0,0.0,2020,1
876,114,원주,2020-02,2.5,1005.9,1024.7,4.5,60.0,65.5,1.0,56.6,0.0,2.8,2020,2
877,114,원주,2020-03,7.8,999.1,1017.3,5.0,50.0,21.2,1.2,64.75,0.0,7.9,2020,3
878,114,원주,2020-04,11.0,998.7,1016.8,5.4,44.0,15.7,1.5,68.47,0.0,13.4,2020,4
879,114,원주,2020-05,18.2,992.6,1010.0,12.0,60.0,80.0,1.2,47.57,0.0,20.8,2020,5
880,114,원주,2020-06,24.1,988.8,1005.7,17.0,59.0,49.6,1.3,48.59,0.0,29.5,2020,6
881,114,원주,2020-07,23.7,989.6,1006.6,20.0,70.0,204.7,1.1,26.37,0.0,26.7,2020,7
882,114,원주,2020-08,26.1,991.7,1008.6,26.5,79.0,634.0,0.9,26.31,0.0,27.8,2020,8
883,114,원주,2020-09,19.9,994.7,1012.0,16.8,73.0,148.9,1.1,46.72,0.0,22.7,2020,9
884,114,원주,2020-10,12.7,1002.8,1020.8,9.7,66.0,11.3,0.8,66.01,0.0,15.6,2020,10
885,114,원주,2020-11,7.3,1006.6,1025.0,6.6,62.0,23.6,0.9,57.76,0.0,7.4,2020,11
886,114,원주,2020-12,-1.4,1007.6,1026.7,3.4,59.0,3.8,0.8,65.79,0.0,-0.7,2020,12
887,114,원주,2021-01,-2.9,1005.8,1025.0,3.4,61.0,8.4,0.9,59.75,0.0,-2.3,2021,1
888,114,원주,2021-02,2.5,1002.6,1021.3,3.9,51.0,4.2,1.2,64.33,0.0,1.9,2021,2
889,114,원주,2021-03,8.8,1001.4,1019.6,6.2,58.0,73.2,1.2,57.77,0.0,8.9,2021,3
890,114,원주,2021-04,13.8,1000.3,1018.1,7.4,50.0,88.9,1.4,55.87,0.0,15.2,2021,4
891,114,원주,2021-05,16.5,991.5,1009.0,12.1,66.0,142.7,1.1,45.63,0.0,18.9,2021,5
892,114,원주,2021-06,22.3,990.6,1007.7,17.9,68.0,133.0,1.1,46.65,0.0,25.7,2021,6
893,114,원주,2021-07,26.7,991.3,1008.2,24.3,71.0,199.8,1.0,53.17,0.0,30.6,2021,7
894,114,원주,2021-08,24.6,991.7,1008.7,22.5,74.0,172.9,1.0,33.64,0.0,28.0,2021,8
895,114,원주,2021-09,21.1,996.5,1013.8,17.8,73.0,183.5,0.9,45.28,0.0,24.2,2021,9
896,114,원주,2021-10,14.4,1003.7,1021.6,12.6,73.0,45.6,0.7,49.54,0.0,16.2,2021,10
897,114,원주,2021-11,7.3,1001.6,1020.0,6.9,67.0,55.9,0.9,55.02,0.0,6.8,2021,11
898,114,원주,2021-12,0.3,1006.3,1025.3,4.2,61.0,4.9,1.0,59.0,0.0,-0.1,2021,12
899,114,원주,2022-01,-2.4,1006.1,1025.3,3.0,58.0,0.8,0.8,67.6,0.0,-3.4,2022,1
900,114,원주,2022-02,-1.1,1006.7,1025.8,2.8,48.0,6.8,1.3,72.36,0.0,-0.9,2022,2
901,114,원주,2022-03,7.4,999.3,1017.6,6.2,59.0,71.6,1.2,48.42,0.0,7.1,2022,3
902,114,원주,2022-04,14.1,999.2,1017.0,7.8,50.0,51.7,1.2,63.51,0.0,15.1,2022,4
903,114,원주,2022-05,18.3,994.8,1012.2,10.2,51.0,11.0,1.3,68.69,0.0,23.2,2022,5
904,114,원주,2022-06,23.0,990.2,1007.3,18.0,64.0,226.7,1.3,38.25,0.0,27.3,2022,6
905,114,원주,2022-07,26.2,988.9,1005.8,24.8,74.0,238.9,1.1,40.43,0.0,29.2,2022,7
906,114,원주,2022-08,24.9,990.2,1007.1,24.3,77.0,512.3,1.0,30.15,0.0,27.5,2022,8
907,114,원주,2022-09,20.9,996.3,1013.7,16.7,68.0,118.3,1.1,52.23,0.0,24.0,2022,9
908,114,원주,2022-10,13.2,1004.0,1021.9,10.9,71.0,95.2,0.8,56.27,0.0,15.1,2022,10
909,114,원주,2022-11,8.5,1003.5,1021.8,7.4,66.0,54.6,0.7,62.17,0.0,8.1,2022,11
910,114,원주,2022-12,-3.7,1006.3,1025.5,3.0,63.0,6.1,0.9,61.27,0.0,-0.2,2022,12
911,114,원주,2023-01,-2.3,1006.0,1025.1,3.5,64.0,28.0,0.9,63.53,0.0,-1.1,2023,1
912,114,원주,2023-02,1.9,1007.1,1026.0,3.8,55.0,0.0,0.9,62.44,0.0,1.3,2023,2
913,114,원주,2023-03,9.5,1002.0,1020.2,5.3,45.0,13.8,1.1,67.41,0.0,9.5,2023,3
914,114,원주,2023-04,13.5,996.9,1014.7,7.8,53.0,39.1,1.3,48.09,0.0,14.6,2023,4
915,114,원주,2023-05,18.6,995.8,1013.2,12.0,58.0,130.7,1.1,54.61,0.0,22.3,2023,5
916,114,원주,2023-06,23.1,989.9,1006.9,18.0,65.0,140.0,1.1,52.66,0.0,28.4,2023,6
917,114,원주,2023-07,25.9,990.7,1007.5,25.2,77.0,463.3,1.0,35.18,0.0,28.7,2023,7
918,114,원주,2023-08,26.7,988.9,1005.7,25.5,74.0,233.0,1.0,36.24,0.0,28.8,2023,8
919,114,원주,2023-09,22.7,996.1,1013.3,20.3,75.0,158.6,0.8,43.03,0.0,25.0,2023,9
920,114,원주,2023-10,13.9,1001.4,1019.3,11.1,72.0,37.8,0.7,57.87,0.0,14.5,2023,10
921,114,원주,2023-11,6.9,1003.3,1021.7,6.9,61.0,66.7,1.1,59.35,0.0,6.1,2023,11
922,114,원주,2023-12,1.0,1006.3,1025.2,5.0,68.0,80.7,1.0,50.92,0.0,0.2,2023,12
923,114,원주,2024-01,-0.2,1006.6,1025.6,4.1,66.0,12.4,0.9,52.46,0.0,-0.8,2024,1
924,114,원주,2024-02,4.1,1006.1,1024.7,5.7,69.0,62.4,1.0,36.7,0.0,3.1,2024,2
925,114,원주,2024-03,7.1,1000.0,1018.3,5.4,54.0,42.1,1.3,51.75,0.0,7.0,2024,3
